Rogue Warfare: Death of a Nation,Mike Gunther,2020,99 min,Action & Adventure,As their leader recovers from trauma_ a global team of elite soldiers must regroup and stop the deadly plans of an extremist mastermind within 36 hours.
Sir! No Sir!,David Zeiger,2005,84 min,Documentaries,This documentary chronicles the largely forgotten antiwar activities of American GIs and other members of the military during the Vietnam era.
The American Bible Challenge,Michael Simon,2014,1 Season,Reality TV,Join host Jeff Foxworthy as contestants test their knowledge of all things biblical_ competing to win money for the charities of their choice.
The Reason I Jump,Jerry Rothwell,2021,82 min,Documentaries,The diverse experiences and emotions of five young people with autism fuel this illuminating documentary based on Naoki Higashida's bestselling memoir.
Elite Short Stories: Guzmán Caye Rebe,,2021,1 Season,International TV Shows_ Spanish-Language TV Shows_ TV Dramas,Rebe hosts an intimate house warming party for her friends_ but the situation takes a dramatic turn with the help of drugs and unexpected visitors.
Metallica: Some Kind of Monster,Joe Berlinger_ Bruce Sinofsky,2014,1 Season,TV Shows,This collection includes the acclaimed rock documentary about Metallica_ plus a film checking in with the still-thriving group 10 years later.
Picture a Scientist,Ian Cheney_ Sharon Shattuck,2020,97 min,Documentaries,In this documentary_ leading women scientists discuss the inequalities they've faced as they set out to create a new formula to make STEM open to all.
The Devil Below,Bradley Parker,2021,89 min,Horror Movies,When a team of researchers tries to find out what started a fire in a coal mine_ they quickly discover that the disaster is anything but natural.
Bling Empire - The Afterparty,,2021,36 min,Movies,"The stars of ""Bling Empire"" discuss the show's success and play bling-themed games_ then comic Joel Kim Booster makes his case for joining the cast."
Cobra Kai - The Afterparty,,2021,34 min,Movies,"Ralph Macchio_ William Zabka and more from the ""Cobra Kai"" cast drop by to chat Season 3 (spoilers ahead!)_ followed by Bill Burr of ""F Is for Family."""
Love (ft. Marriage and Divorce),,2021,2 Seasons,International TV Shows_ TV Dramas,Everything comes unraveling for three successful women who work on a radio show as twists_ turns and troubles plague their seemingly happy marriages.
To All the Boys: Always and Forever - The Afterparty,,2021,36 min,Movies,"Cast members of the ""To All the Boys"" films dish about the third movie and answer some fan questions_ plus Whitney Cummings gives suspect dating advice."
LEGO Friends: The Power of Friendship,,2016,2 Seasons,Kids' TV,Five best friends face adventures side by side in their hometown. Zany antics_ love and missteps are better with friends!
Lupin,,2021,2 Seasons,Crime TV Shows_ International TV Shows_ TV Action & Adventure,Inspired by the adventures of Arsène Lupin_ gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.
Sarbath,Prabhakaran,2021,113 min,Comedies_ Dramas_ International Movies,When a city man returns to his native village for his brother’s wedding_ several unforeseen snags make his visit more eventful than anticipated.
Skater Girl,Manjari Makijany,2021,110 min,Children & Family Movies_ Dramas_ International Movies,When a teen in rural India discovers a life-changing passion for skateboarding_ she faces a rough road as she follows her dream to compete.
Trese,Jay Oliva,2021,1 Season,Anime Series_ Crime TV Shows_ TV Horror,In Manila_ where dark supernatural forces pervade the criminal underworld_ it’s up to Alexandra Trese to keep the peace — but there’s a storm brewing.
Trese After Dark,,2021,36 min,Anime Features_ Documentaries,Stars and creators gather to discuss “Trese_” from its Filipino folklore inspirations to the comic’s beginnings and its journey to an anime series.
Wish Dragon,Chris Appelhans,2021,102 min,Children & Family Movies_ Comedies,Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.
A Haunted House 2,Michael Tiddes,2014,86 min,Comedies_ Horror Movies,Grieving after a tragedy_ Malcolm tries to start fresh with his new girlfriend and her kids — but supernatural shenanigans find their way back to him.
Blind Intersections,Lara Saba,2012,91 min,Dramas_ International Movies,This film follows the societal challenges three strangers in Beirut go through as unexpected events link their fates.
Camellia Sisters,Bao Nhan_ Namcito,2021,117 min,Dramas_ International Movies,Tensions rise and untold secrets surface for three royal sisters when a family treasure is stolen the night before an antique auction.
Copenhagen,Mark Raso,2014,99 min,Dramas_ Independent Movies_ Romantic Movies,Philandering his way across Europe to find the grandfather he's never met_ William unexpectedly befriends a 14-year-old who changes how he sees women.
Locombianos,,2021,1 Season,International TV Shows_ Spanish-Language TV Shows_ Stand-Up Comedy & Talk Shows,Four of Colombia's funniest and bawdiest comedians perform before a post-quarantine audience hungry for their stories.
Until Midnight,Tariq Alkazim,2019,77 min,International Movies_ Thrillers,After returning home from a work trip_ a newlywed must fight off a masked intruder before his wife returns at midnight.
Awake,Mark Raso,2021,97 min,Dramas_ Thrillers,After a global event wipes out humanity's ability to sleep_ a troubled ex-soldier fights to save her family as society and her mind spiral into chaos.
Confusion Na Wa,Kenneth Gyang,2013,106 min,Comedies_ Dramas_ International Movies,A misplaced cell phone's incriminating content becomes a prime blackmail opportunity for a pair of petty thieves who soon regret their greedy scheme.
Fresh_ Fried & Crispy,,2021,1 Season,Reality TV,Passionate about food and ready for fun_ critic Daym Drops drops in on America's smokin' hot spots for the best_ freshest takes on fried food.
L.A.’s Finest,,2021,2 Seasons,Crime TV Shows_ TV Action & Adventure_ TV Comedies,"In this spinoff of the ""Bad Boys"" franchise_ two police detectives team up while trying to keep their stormy pasts — and differences — from interfering."
Tragic Jungle,Yulene Olaizola,2021,97 min,Dramas_ Independent Movies_ International Movies,To escape an arranged marriage_ a woman flees into the depths of the Mayan jungle_ where untamed nature merges the human and the supernatural.
Guru Aur Bhole,,2018,2 Seasons,Kids' TV_ TV Comedies,A singer and a dancer who are best friends use their artistic abilities to get out of one hilariously sticky situation after another.
Vampire Academy,Mark Waters,2014,104 min,Action & Adventure_ Comedies_ Sci-Fi & Fantasy,A half-human_ half-vampire teen must prepare for class and her destiny as the protector of mortal vampires against their vicious immortal counterparts.
Newly Rich_ Newly Poor,,2007,1 Season,International TV Shows_ Romantic TV Shows_ Spanish-Language TV Shows,After learning they were switched at birth_ wealthy Andrés and working-class Brayan must adjust to the families and lifestyles they were meant to have.
A Private War,Matthew Heineman,2018,110 min,Dramas_ Independent Movies,In this biopic_ war correspondent Marie Colvin risks it all to bring back the truth from the frontlines_ despite the toll it takes on her own life.
Kitty Love: An Homage to Cats,,2021,61 min,Children & Family Movies_ Documentaries_ International Movies,Famous feline Abatutu presents this charming celebration of cats_ showcasing their finest and friskiest moments with a collection of home videos.
Small Chops,Robert Peters,2020,98 min,Dramas_ International Movies_ Romantic Movies,When a business mogul hires an exotic dancer for a weekend of entertainment_ it quickly morphs into a messy situation full of misunderstanding.
Breaking Boundaries: The Science Of Our Planet,Jonathan Clay,2021,74 min,Documentaries,David Attenborough and scientist Johan Rockström examine Earth's biodiversity collapse and how this crisis can still be averted.
Feel Good,Ally Pankiw,2021,2 Seasons,Romantic TV Shows_ TV Comedies_ TV Dramas,Stand-up comic Mae Martin navigates a passionate_ messy new relationship with her girlfriend_ George_ while dealing with the challenges of sobriety.
Fireplace 4K: Classic Crackling Fireplace from Fireplace for Your Home,George Ford,2015,60 min,Movies,The first of its kind in UHD 4K_ with the clearest picture available_ a real fireplace sparks and crackles_ adding warmth and atmosphere to any home.
Fireplace 4K: Crackling Birchwood from Fireplace for Your Home,George Ford,2015,60 min,Movies,For the first time in 4K Ultra-HD_ everyone's favorite Yuletide fireplace snaps and crackles in crystal clear_ high-def holiday warmth.
Human: The World Within,,2021,1 Season,Docuseries_ Science & Nature TV,Cutting-edge science and captivating personal stories collide in this illuminating docuseries about the incredible workings of the human body.
Sweet & Sour,Lee Kae-byeok,2021,103 min,Comedies_ International Movies_ Romantic Movies,Faced with real-world opportunities and challenges_ a couple endures the highs and lows of trying to make a long-distance relationship survive.
Sweet Tooth,,2021,1 Season,TV Action & Adventure_ TV Dramas_ TV Sci-Fi & Fantasy,On a perilous adventure across a post-apocalyptic world_ a lovable boy who's half-human and half-deer searches for a new beginning with a gruff protector.
Trippin' with the Kandasamys,Jayan Moodley,2021,94 min,Comedies_ International Movies_ Romantic Movies,To rekindle their marriages_ best friends-turned-in-laws Shanthi and Jennifer plan a couples' getaway. But it comes with all kinds of surprises.
Xtreme,Daniel Benmayor,2021,112 min,Action & Adventure_ International Movies,In this fast-paced and action-packed thriller_ a retired hitman — along with his sister and a troubled teen — takes revenge on his lethal stepbrother.
Alan Saldaña: Locked Up,Alex Díaz,2021,49 min,Stand-Up Comedy,Mexican comedian Alan Saldaña is back_ poking gentle fun at himself and parceling advice_ especially about how to stay married and how to be parents.
Creator's File: GOLD,,2021,1 Season,International TV Shows_ TV Comedies,Comedian Ryuji Akiyama satirizes top “creators” in Japan with a deadpan_ unerring eye for humor_ with help from some surprising celebrity guest stars.
Dancing Queens,Helena Bergström,2021,111 min,Comedies_ Dramas_ International Movies,A dancer who gets a job cleaning at a struggling drag club dreams of being in the show_ and her talent catches an ambitious choreographer's eye.
From Stress to Happiness,Alejandro De Grazia_ Juan Stadler,2020,58 min,Documentaries_ International Movies,"A stressed-out documentary filmmaker goes on a journey of discovery with a pair of monks_ one of whom is known as ""the happiest man in the world."""
Myriam Fares: The Journey,Myriam Fares,2021,72 min,Documentaries_ International Movies_ Music & Musicals,From pregnancy to album preparations_ Lebanese singer and “Queen of the Stage” Myriam Fares documents her experiences with her family while in lockdown.
Pretty Guardian Sailor Moon Eternal The Movie,Chiaki Kon,2021,1 Season,TV Shows,When a dark power enshrouds the Earth after a total solar eclipse_ the scattered Sailor Guardians must reunite to bring light back into the world.
Summertime,,2021,2 Seasons,International TV Shows_ Romantic TV Shows_ TV Dramas,Two young adults from very different backgrounds fall in love during a summer on Italy’s Adriatic Coast. Inspired by Federico Moccia's book series.
The Girl and the Gun,Rae Red,2019,78 min,Dramas_ International Movies_ Thrillers,Fed up with abuse by those around her_ a department store saleswoman finds a weapon in an alleyway and decides to settle scores.
2 Hearts,Lance Hool,2020,101 min,Dramas_ Faith & Spirituality_ Romantic Movies,In parallel love stories_ the lives of college student Chris and wealthy businessman Jorge intersect in a profound twist of fate. Based on a true story.
A Perfect Ending,Nicole Conn,2012,110 min,Dramas_ Independent Movies_ LGBTQ Movies,After confessing an unusual secret_ a repressed wife – prompted by her friends – decides to explore her sexuality with a high-priced call girl.
American Outlaws,Les Mayfield,2001,94 min,Action & Adventure,In the wake of the Civil War_ Jesse James leads a feisty group of ranchers in a fight against a railroad baron bent on seizing their land at any cost.
And Then Came Lola,Ellen Seidler_ Megan Siler,2009,70 min,Comedies_ Independent Movies_ LGBTQ Movies,In this lesbian-themed nod to the film Run Lola Run_ a photographer races against the clock to make it to an important meeting on time.
Attack on Titan,,2013,1 Season,Anime Series_ International TV Shows,With his hometown in ruins_ young Eren Yeager becomes determined to fight back against the giant Titans that threaten to destroy the human race.
Battlefield Earth,Roger Christian,2000,118 min,Action & Adventure_ Cult Movies_ Sci-Fi & Fantasy,In the year 3000_ an alien race known as the Psychlos devastate planet Earth and force the surviving human population into slavery.
Ben & Holly's Little Kingdom,,2019,2 Seasons,Kids' TV,In the magical Little Kingdom_ friends Ben Elf and fairy princess Holly have fun adventures as they learn about teamwork_ sharing and problem-solving.
Black Holes | The Edge of All We Know,Peter Galison,2021,99 min,Documentaries,Follow scientists on their quest to understand and capture the first image of a black hole while exploring the limits of our knowledge of the universe.
Bliss,Lance Young,1997,103 min,Dramas_ Romantic Movies,Two young newlyweds seek out the help of unlicensed sex therapist Baltazar_ who initiates the couple into the mysteries of tantric sex.
Carnaval,Leandro Neri,2021,95 min,Comedies_ International Movies_ Music & Musicals,After a breakup_ an influencer takes her friends on a free trip to Bahia's vibrant Carnival_ where she learns life's not just about social media likes.
Cloudburst,Thom Fitzgerald,2011,93 min,Comedies_ Dramas_ Independent Movies,A lesbian couple escapes from their nursing home and heads to Canada to get married. Along the way_ they pick up a young male hitchhiker.
Cocomelon,,2021,3 Seasons,Kids' TV,Learn letters_ numbers_ animal sounds and more with J.J. in this edutaining series that brings fun times with nursery rhymes for the whole family!
Company of Heroes,Don Michael Paul,2013,101 min,Action & Adventure_ Dramas,During the last major German offensive of World War II_ a group of Allied soldiers sets out against all odds to turn the war around.
Cradle 2 the Grave,Andrzej Bartkowiak,2003,101 min,Action & Adventure,When a jewel thief pulls off a risky diamond heist with his crew_ a gang kidnaps his young daughter and steals the loot as a rival agent offers his help.
Domestic Disturbance,Harold Becker,2001,89 min,Thrillers,A recovering alcoholic is skeptical of his son's claim that his new stepfather is a killer – but soon begins to sense the boy is telling the truth.
Downton Abbey,,2015,6 Seasons,British TV Shows_ International TV Shows_ TV Dramas,Exposing the snobbery and machinations of a vanishing class system_ this series chronicles events in the lives of the Crawley family and their servants.
Dream/Killer,Andrew Jenks,2015,109 min,Documentaries,This riveting crime doc follows Bill as he confronts America's broken judicial system after his son is falsely sentenced to 40 years in prison.
Felon,Ric Roman Waugh,2008,104 min,Action & Adventure_ Dramas,After killing a burglar while trying to protect his family_ regular guy Wade is convicted of involuntary manslaughter and thrown into prison.
Flipped,Rob Reiner,2010,90 min,Comedies_ Dramas_ Romantic Movies,Bryce and Juli first meet as children_ with Juli having a crush on Bryce. As they mature_ it appears their bond may blossom into something more.
Fools Rush In,Andy Tennant,1997,109 min,Comedies_ Romantic Movies,When a one-night stand results in a pregnancy_ two strangers with opposite personalities rush into marriage then must deal with the consequences.
Gold Statue,Tade Ogidan,2019,145 min,Comedies_ Dramas_ International Movies,After tracing an artifact to his ancestry_ a young man and his friend's search for a gilded statue lands them in a maximum-security prison.
Happy Endings,,2012,3 Seasons,TV Comedies,After his fiancée_ Alex_ dumps him at the altar_ Dave finds himself nursing a broken heart and battling her for custody of their quirky friends.
Hostel: Part III,Scott Spiegel,2011,88 min,Cult Movies_ Horror Movies,In this installment in the popular horror franchise_ a bachelor party in Las Vegas turns into a hellish bloodbath for all involved.
I Am Sam,Jessie Nelson,2001,132 min,Dramas,When the legal system declares him unfit to be a parent_ a father with an intellectual disability fights to regain custody of his young daughter.
Love Jones,Theodore Witcher,1997,109 min,Comedies_ Dramas_ Independent Movies,A poet and a photographer take a chance on romance but find their ambitions and baggage could keep them from taking their relationship further.
Million Dollar Baby,Clint Eastwood,2004,133 min,Dramas_ Sports Movies,When a cantankerous trainer mentors a persistent amateur boxer determined to go pro_ deep-seated emotions become their strongest opponents.
Mosquita y Mari,Aurora Guerrero,2012,85 min,Dramas_ Independent Movies_ LGBTQ Movies,Neighbors but by no means friends_ high schoolers Yolanda and Mari discover a bond and an attraction when they're made study partners.
Never Back Down 2: The Beatdown,Michael Jai White,2011,104 min,Action & Adventure_ Dramas_ Sports Movies,A group of mixed martial arts fighters stars in this action thriller that follows a quartet of brawlers as they prepare for a major underground event.
Ninja Assassin,James McTeigue,2009,99 min,Action & Adventure,A former assassin must protect himself and a Europol agent from a ruthless band of assassins who wish to exist in secrecy.
Ouran High School Host Club,Takuya Igarashi,2006,1 Season,Anime Series_ Romantic TV Shows_ Teen TV Shows,New student Haruhi stumbles on the Ouran High School Host Club_ an all-male group that makes money by entertaining the girls of the school.
Population 436,Michelle MacLaren,2006,93 min,Horror Movies_ Thrillers,A census taker sent to investigate why Rockwell Falls has had the same population_ 436_ for more than a century_ soon wishes he hadn't taken the job.
Racket Boys,,2021,1 Season,International TV Shows_ TV Comedies_ TV Dramas,A city kid is brought to the countryside by his father's new coaching gig: reviving a ragtag middle school badminton team on the brink of extinction.
Seven Souls in the Skull Castle: Season Moon Jogen,Hidenori Inoue,2017,204 min,Action & Adventure_ Dramas_ International Movies,Japan_ 1590. Wandering samurai band together to take on the lord of Skull Castle in the “Moon Jogen” version of the show_ performed in a 360º theater.
Seven Souls in the Skull Castle: Season Moon Kagen,Hidenori Inoue,2017,212 min,Action & Adventure_ Dramas_ International Movies,Japan_ 1590. Wandering samurai band together to take on the lord of Skull Castle in the “Moon Kagen” version of the show_ performed in a 360º theater.
Sniper: Legacy,Don Michael Paul,2014,98 min,Action & Adventure,When a troubled sniper begins killing officers he blames for a bungled mission_ elite marksman Brandon Beckett sets out to neutralize the threat.
Starsky & Hutch,Todd Phillips,2004,101 min,Action & Adventure_ Comedies,New undercover cop partners Starsky and Hutch must overcome their differences to solve an important case with help from street informant Huggy Bear.
Streets of Fire,Walter Hill,1984,94 min,Action & Adventure_ Classic Movies_ Cult Movies,Tough ex-soldier Tom Cody springs into action when a depraved motorcycle gang kidnaps his former girlfriend_ Ellen_ who's now a famous singer.
Super Monsters: Once Upon a Rhyme,Steve Ball,2021,25 min,Children & Family Movies,From Goldilocks to Hansel and Gretel_ the Super Monsters reimagine classic fairy tales and favorite nursery rhymes with a musical_ magical spin!
Swordfish,Dominic Sena,2001,99 min,Action & Adventure,A gifted hacker with a criminal past is recruited by a group of shadowy_ seductive figures for an elaborate scheme where nothing is quite as it seems.
The Adventures of Sonic the Hedgehog,,1993,1 Season,Kids' TV,"Hyper hedgehog Sonic and his cohort Miles ""Tails"" Prower defend the planet Mobius against Dr. Robotnik and his evil schemes in this animated series."
The Four Seasons,Alan Alda,1981,108 min,Comedies_ Romantic Movies,Three middle-aged couples vacation together every season until one of the men ditches his wife for a younger woman_ tilting the group's dynamics.
The Girl King,Mika Kaurismäki,2015,106 min,Dramas_ International Movies_ LGBTQ Movies,Sweden's forward-thinking Queen Kristina resists her country's conservative ideals_ which only grow more restrictive when she falls for a woman.
The Interpreter,Sydney Pollack,2005,128 min,Thrillers,Silvia Broome is a translator at the United Nations. But her job turns perilous when she overhears a plot to assassinate a government official.
The Meddler,Lorene Scafaria,2015,104 min,Comedies_ Dramas_ Independent Movies,Still-grieving widow Marnie moves to Los Angeles to be close to daughter Lori_ but soon discovers new outlets for her maternal and romantic needs.
The Mirror Has Two Faces,Barbra Streisand,1996,127 min,Comedies_ Dramas_ Romantic Movies,Tired of being single_ middle-aged professor Rose Morgan accepts her colleague's proposal – but her colleague only wants a platonic marriage.
The Outlaw Josey Wales,Clint Eastwood,1976,136 min,Action & Adventure_ Classic Movies,In this gritty Oscar-nominated Western_ an ex-Confederate soldier on the run comes to rest in a quiet community_ where he falls for a pretty settler.
The Platform,,2021,3 Seasons,International TV Shows_ TV Dramas_ TV Mysteries,A programming genius builds a fact-finding_ truth-seeking internet portal while reckoning with trouble at home.
The Wedding Guest,Michael Winterbottom,2018,97 min,Dramas_ Romantic Movies_ Thrillers,Hired to extract a bride-to-be before her arranged wedding in Pakistan_ a hired gun goes on the run with his hostage when his plan unravels.
The Wind,Emma Tammi,2019,88 min,Horror Movies,Isolated on a wind-ravaged 19th-century homestead_ a frontierswoman begins to suspect that evil lurks in the terrifying emptiness all around her.
Then Came You,Peter Hutchings,2019,97 min,Comedies_ Dramas_ Independent Movies,A hypochondriac confronts his fear of death when a terminally ill teen girl enlists him to help her complete her bucket list.
Welcome Home,George Ratliff,2018,97 min,Thrillers,A couple rents a villa in Italy hoping to mend their bruised relationship_ but the devilishly charming homeowner can’t seem to leave them alone.
Dirty John,,2020,2 Seasons,Crime TV Shows_ TV Dramas_ TV Mysteries,Businesswoman Debra Newell's life unravels when she falls for the lies and manipulation of con man John Meehan. Based on the true-crime podcast.
Bo Burnham: Inside,Bo Burnham,2021,88 min,Stand-Up Comedy,A new comedy special shot and performed by Bo Burnham_ alone_ over the course of the past year.
One Lagos Night,Ekene Som Mekwunye,2021,103 min,Comedies_ International Movies,A desperate man attempts to burglarize the home of a wealthy woman_ but finds himself face-to-face with a crew of armed robbers who have the same idea.
Collateral Beauty,David Frankel,2016,97 min,Dramas,An advertising executive wrestling with grief finds meaning by writing letters to unconventional recipients as caring colleagues plot a ruse.
Dog Gone Trouble,Kevin Johnson,2021,88 min,Children & Family Movies_ Comedies,The privileged life of a pampered dog named Trouble is turned upside-down when he gets lost and must learn to survive on the big-city streets.
The Kominsky Method,,2021,3 Seasons,TV Comedies_ TV Dramas,Acting coach Sandy Kominsky and best friend Norman Newlander keep each other laughing as they navigate the ups and downs of getting older.
The Least Expected Day: Inside the Movistar Team 2019,José Larraza_ Marc Pons,2021,2 Seasons,Docuseries_ International TV Shows_ Spanish-Language TV Shows,Pro cycling’s Movistar Team sets their sights on victory while on the road as they face challenges_ controversy and internal conflict.
Word of Honor,Gary Sing,2021,1 Season,International TV Shows_ TV Action & Adventure_ TV Dramas,A disillusioned royal magistrate sets out for the martial arts world_ where he encounters a bosom friend and becomes entangled in a conspiracy.
Black Space,,2021,1 Season,Crime TV Shows_ International TV Shows_ TV Dramas,A rogue detective with unorthodox means leads an investigation into a massacre committed by unicorn mask-wearing assassins at an Israeli high school.
Blue Miracle,Julio Quintana,2021,97 min,Children & Family Movies_ Dramas_ Faith & Spirituality,To save their cash-strapped orphanage_ a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition.
Eden,,2021,1 Season,Anime Series_ International TV Shows,A human girl secretly raised by robots starts to uncover the dark secrets behind her lush_ utopian world where humanity has all but vanished.
Ghost Lab,Paween Purijitpanya,2021,118 min,Horror Movies_ International Movies_ Thrillers,After witnessing a haunting in their hospital_ two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist.
Ragnarok,,2021,2 Seasons,International TV Shows_ TV Action & Adventure_ TV Dramas,In a Norwegian town poisoned by pollution and rattled by melting glaciers_ the End Times feel all too real. It’ll take a legend to battle an old evil.
Soy Rada: Serendipity,Pablo Faro,2021,70 min,Stand-Up Comedy,The delightful Argentine comic Agustín Aristarán (aka Soy Rada) is back_ this time putting the spotlight on family and parenting_ magic and music.
The Day I lost My Shadow,Soudade Kaadan,2018,91 min,Dramas_ Independent Movies_ International Movies,As winter hits hard and resources run low in Damascus_ a single mom heads to the war-scarred outskirts looking for gas to prepare her son a warm meal.
Baggio: The Divine Ponytail,Letizia Lamartire,2021,92 min,Dramas_ International Movies_ Sports Movies,The story of Roberto Baggio_ one of the best soccer players of all time_ including his career highs_ triumphs over injuries and discovery of Buddhism.
Gatao - The Last Stray,Ray Jiang,2021,120 min,Action & Adventure_ Dramas_ International Movies,Romance unexpectedly blossoms when a freelance photographer arrives late to her assignment at a full moon celebration thrown for a mob boss's newborn.
High on the Hog: How African American Cuisine Transformed America,,2021,1 Season,Docuseries,Black food is American food. Chef and writer Stephen Satterfield traces the delicious_ moving throughlines from Africa to Texas in this docuseries.
JoJo's Bizarre Adventure,,2016,3 Seasons,Anime Series_ International TV Shows,Multiple generations of the Joestar family – all with the same nickname – confront supernatural villains through a series of time periods.
Nail Bomber: Manhunt,Daniel Vernon,2021,73 min,Documentaries_ International Movies,This documentary examines the 1999 London bombings that targeted Black_ Bangladeshi and gay communities_ and the race to find the far-right perpetrator.
A Place in the Stars,Steve Gukas,2014,110 min,Dramas_ International Movies_ Thrillers,A young lawyer who has information about counterfeit drug trafficking in Nigeria must choose between betraying his conscience or revealing the truth.
Home,Tim Johnson,2015,94 min,Children & Family Movies_ Comedies_ Sci-Fi & Fantasy,When misfit alien Oh mistakenly sends a party invite to the entire galaxy_ he goes on the run to avoid trouble and befriends spunky human girl Tip.
Mad for Each Other,,2021,1 Season,International TV Shows_ Romantic TV Shows_ TV Comedies,Bothered to realize they are next-door neighbors and share a psychiatrist_ a man and a woman find it's impossible to stay out of each other's way.
Master of None,,2021,3 Seasons,TV Comedies_ TV Dramas,Dev tries to jump-start his acting career and elevate his dating game with help from his eclectic group of friends in this award-winning series.
Sam Smith: Love Goes - Live at Abbey Road Studios,,2020,61 min,International Movies_ Music & Musicals,Grammy-winning artist Sam Smith gives an intimate_ soulful performance at the iconic Abbey Road Studios featuring songs from their third album and more.
99 Songs,Vishwesh Krishnamoorthy,2021,131 min,Dramas_ International Movies_ Music & Musicals,Challenged to compose 100 songs before he can marry the girl he loves_ a tortured but passionate singer-songwriter embarks on a poignant musical journey.
99 Songs (Tamil),,2021,131 min,Dramas_ International Movies_ Music & Musicals,Challenged to compose 100 songs before he can marry the girl he loves_ a tortured but passionate singer-songwriter embarks on a poignant musical journey.
99 Songs (Telugu),,2021,131 min,Dramas_ International Movies_ Music & Musicals,Challenged to compose 100 songs before he can marry the girl he loves_ a tortured but passionate singer-songwriter embarks on a poignant musical journey.
Army of the Dead,Zack Snyder,2021,148 min,Action & Adventure_ Horror Movies,After a zombie outbreak in Las Vegas_ a group of mercenaries takes the ultimate gamble by venturing into the quarantine zone for the greatest heist ever.
Creating an Army of the Dead,,2021,29 min,Documentaries,"Zack Snyder and his ""Army of the Dead"" team dive into the film's wild stunts_ groundbreaking effects and the evolution of the zombie genre."
Jurassic World Camp Cretaceous,,2021,3 Seasons,Kids' TV_ TV Action & Adventure_ TV Sci-Fi & Fantasy,Six teens invited to attend a state-of-the-art adventure camp on Isla Nublar must band together to survive when the dinosaurs break out of captivity.
Strain,Uduak-Obong Patrick,2020,107 min,Dramas_ International Movies,When his son is diagnosed with sickle cell disease_ a man and his family struggle to face a new reality as they rediscover their shared love.
The Neighbor,,2021,2 Seasons,International TV Shows_ Spanish-Language TV Shows_ TV Comedies,Self-centered Javier's life gets a bit messy when he unexpectedly becomes a superhero – and his recent ex is tasked with uncovering his identity.
678,Mohamed Diab,2009,99 min,Dramas_ Independent Movies_ International Movies,This film sheds light on sexual harassment in Egypt_ following the lives of three women from different social classes who have been subjected to it.
Asmaa,Amr Salama,2011,92 min,Dramas_ International Movies,Constantly denied medical treatment_ an HIV positive woman confronts societal stigma with unexpected courage. Inspired by true events.
Hating Peter Tatchell,Christopher Amos,2020,91 min,Documentaries_ International Movies_ LGBTQ Movies,This documentary follows gay rights activist Peter Tatchell from his early life to his fight for justice amid controversy and political turmoil.
Little Singham Future mein Satakli,Prakash Satam,2021,47 min,Children & Family Movies_ Comedies,Little Singham and his crew travel to the year 2050 to rescue kids from the evil rule of Junglee Joker_ who has forbidden them from laughter or play!
Special,,2021,2 Seasons,TV Comedies,A young gay man with cerebral palsy branches out from his insular existence in hopes of finally going after the life he wants.
Spy Kids: All the Time in the World,Robert Rodriguez,2011,88 min,Children & Family Movies_ Comedies,Twins Rebecca and Cecil spring into action with their retired secret agent stepmother to stop a time-manipulating mastermind and his nefarious plans.
Taxi No. 9211,Milan Luthria,2006,116 min,Dramas_ International Movies_ Thrillers,When an arrogant scion hails his taxi_ a cabbie in desperate need of money sees an opportunity that kicks off an intensely contentious 24-hour showdown.
Sabotage,David Ayer,2014,109 min,Action & Adventure_ Dramas,A crack team of DEA agents plots a daring heist_ making off with $10 million in drug money. They soon find themselves targets of an unknown killer.
Small Town Crime,Eshom Nelms_ Ian Nelms,2017,92 min,Thrillers,When a disgraced ex-cop discovers a dying woman_ he's compelled to track down her killer — an act of self-redemption that takes him down a dark path.
The Last Days,James Moll,1998,87 min,Documentaries,This Oscar-winning documentary recounts the harrowing stories of five Hungarian Jews who endured the horrors of the Holocaust and Hitler's reign.
The Magic School Bus,,1997,1 Season,Kids' TV,Join Ms. Frizzle as the Magic School Bus travels to outer space_ under the sea_ through an anthill – and even inside the human body!
Who Killed Sara?,,2021,2 Seasons,Crime TV Shows_ International TV Shows_ Spanish-Language TV Shows,Hell-bent on exacting revenge and proving he was framed for his sister's murder_ Álex sets out to unearth much more than the crime's real culprit.
Amy Tan: Unintended Memoir,James Redford,2021,101 min,Documentaries,"From her painful past to her successful career after ""The Joy Luck Club_"" groundbreaking writer Amy Tan shares her life story in this documentary."
Sardar Ka Grandson,Kaashvie Nair,2021,140 min,Comedies_ Dramas_ International Movies,A devoted grandson’s mission to reunite his ailing grandmother with her ancestral home turns into a complicated_ comic cross-border affair.
Sleight,J.D. Dillard,2016,89 min,Dramas_ Independent Movies_ Sci-Fi & Fantasy,Struggling to raise his little sister on his own_ a young street magician turns to drug dealing_ unaware of how ruthless his supplier can be.
Ahaan,Nikhil Pherwani,2021,81 min,Dramas_ Independent Movies_ International Movies,Jilted by his wife_ a man with OCD finds eye-opening common ground and camaraderie with his neighbor_ a young man with Down Syndrome.
Booba: Food Puzzle,,2021,1 Season,Kids' TV,Curious Booba is now a chef! With friends Loola and Spike_ he creates tasty treats with delightful designs using fruits_ vegetables and other food.
